djindjic	2941 0 9 2
djorkaeff	143 0 0 0
dl	140 2 35 7
dlamini	71 71 0 7
dlott	12 190 0 2
dmitri	125 1 1 0
dmitriev	4 105 0 0
dmx	516 0 18 3
doak	116 18 3 2
doan	589 204 0 3
doane	81 24 20 7
doba	632 0 13 7
dobbins	294 41 3 12
dobbs	572 89 5 10
dobelle	393 2 3 8
dobie	62 2 45 7
dobson	675 160 105 22
doby	1015 5 0 2
doc	348 7 300 50
docherty	164 7 6 4
dockery	262 82 6 10
dockett	202 1 0 1
doctor	26820 2718 801 1143
doctorate	497 19 16 11
doctoroff	113 3 2 1
doctors	10628 4342 2590 25604
documents	1669 469 1420 4939
dodd	1551 156 21 30
dodds	365 48 8 24
dodge	890 108 459 61
dodger	142 0 4 3
dodgers	449 4 77 9210
dodson	477 142 18 16
doebbler	202 0 0 0
doer	249 0 6 11
doering	91 46 1 9
doerr	169 35 2 2
doesnt	66 10 45 16
doggett	355 63 1 7
doherty	2488 137 28 33
dohn	11 89 1 1
doig	145 46 3 5
doiron	103 15 4 7
dokic	14 1057 2 0
dolan	1326 120 17 29
dolby	65 3 35 8
dole	737 672 114 29
doleac	130 2 1 0
dollase	150 5 0 9
dolls	5 22 19 910
dolly	13 484 14 12
dolores	19 84 1 3
dolphins	207 3 134 12413
dom	133 8 15 3
domaszewicz	113 0 2 0
dombrowski	263 16 1 8
domenech	410 1 0 13
domenici	879 0 4 3
domenie	3 167 0 6
domi	546 1 0 6
domingo	256 67 4 7
dominguez	953 182 49 36
dominic	366 6 2 9
dominican	165 3 29 4
dominicans	3 0 0 501
dominick	141 13 33 3
dominique	145 101 0 6
don	1932 44 45 73
donahoe	774 15 3 48
donahue	1815 133 41 24
donald	2728 61 14 35
donaldson	3232 187 101 25
donato	264 29 2 1
doncaster	28 5 25 165
donchez	116 0 1 1
donegan	112 21 4 2
dong	175 21 17 9
donkers	3 1183 0 3
donley	136 25 5 0
donna	60 851 14 58
donnalley	108 0 0 0
donnan	101 3 3 0
donnell	100 50 5 2
donnelly	1182 173 21 38
donner	162 21 1 6
donnie	264 2 1 5
donny	122 1 5 7
donoghue	91 21 6 11
donohoe	86 15 1 4
donohue	779 73 5 18
donor	586 115 157 233
donovan	4132 589 48 55
dons	19 4 14 1182
doohan	206 1 0 5
doolan	42 175 0 1
dooley	1808 98 17 32
dooling	92 2 5 1
doolittle	154 49 7 3
doorman	240 3 10 11
dora	30 199 33 5
doran	450 53 15 19
dorcy	23 181 2 10
dore	404 17 5 4
doreen	4 117 1 5
dorfman	103 27 0 1
dorgan	763 9 24 13
doria	163 6 2 7
dorian	53 69 6 11
dorin	375 0 3 0
doris	26 343 6 17
dorjee	176 0 0 0
dorman	362 37 20 11
dorn	213 52 7 4
dornan	247 11 1 2
dorothy	12 576 6 24
dorr	183 25 9 2
dorrance	160 10 1 2
dorrell	752 3 5 10
dorsch	98 12 0 3
dorsett	178 13 1 6
dorsey	2748 183 32 21
dosanjh	293 0 2 9
doss	526 51 9 13
dossett	92 16 1 0
doster	382 4 2 2
dostum	732 1 1 0
dotel	839 0 31 2
dotson	14908 101 4 223
dott	137 1 7 0
dotty	1 201 4 1
doty	283 82 7 4
double	10172 159 295 279
doubles	751 57 182 452
doubters	37 1 14 359
doucet	156 27 4 5
doucette	214 66 2 3
doug	1208 11 20 39
dougan	86 18 0 3
dougherty	874 230 19 34
doughty	220 27 12 8
douglas	4575 461 196 119
douglass	582 81 35 14
douri	97 2 1 0
douthit	96 19 0 3
dove	335 96 99 20
dowd	1006 130 44 15
dowdell	205 18 0 4
dowdy	280 39 4 18
dowell	159 33 4 7
dowie	477 5 3 18
dowling	410 117 31 21
downer	2221 28 160 53
downes	227 23 7 8
downey	881 157 61 15
downfall	64 2 55 20
downie	251 10 1 3
downing	639 171 17 11
downs	627 271 96 126
doyen	113 11 3 1
doyle	5872 387 126 80
dozens	216 68 159 24905
dozier	189 63 4 4
dracula	101 1 16 3
draftees	3 0 0 283
dragila	0 695 0 1
drago	77 27 0 0
dragons	49 3 44 2197
drake	1108 428 246 76
drakes	127 0 1 19
draper	989 159 28 30
draskovic	93 7 3 0
dravid	1440 0 27 19
draws	236 2 92 67
drayton	212 29 12 12
dre	731 3 6 9
dread	115 3 22 6
dreamer	173 4 4 2
dredge	184 4 29 8
dreher	87 12 4 4
drehobl	126 1 0 0
dreier	222 6 0 1
dreifort	565 0 1 0
drejer	260 0 0 0
drennan	91 25 1 7
drese	489 0 1 1
dresser	346 29 33 2
dresses	24 29 8 469
drew	6583 298 77 49
drexler	617 13 8 2
dreyer	212 59 51 3
dreyfus	635 4 8 0
dreyfuss	168 0 1 2
driesell	305 0 0 0
drifter	441 3 0 1
drillers	6 0 4 180
drilon	362 4 8 24
drinker	124 14 7 7
driscoll	973 104 52 38
driskell	174 35 0 1
driskill	101 5 0 1
driver	54667 3417 1095 1382
driving	954 405 540 368
drnovsek	186 1 0 0
drogba	501 0 11 10
drolet	112 13 3 1
drollet	122 0 0 1
dropout	726 18 14 2
droughns	653 0 5 4
drove	504 50 123 250
droves	10 1 9 397
druce	2274 1 11 0
druckenmiller	96 4 2 0
drudge	107 5 9 3
drummer	834 18 16 12
drummers	3 0 2 129
drummond	1238 81 19 26
drums	29 13 28 789
drunk	376 121 58 88
drunks	2 0 1 148
drury	458 40 63 22
druyun	4 1528 2 3
dryden	311 21 33 12
dryer	62 34 44 3
drysdale	127 45 5 7
duane	215 42 2 8
duany	132 2 5 1
duarte	300 51 8 2
dube	176 137 18 14
dubey	185 11 6 3
dubielewicz	121 0 1 0
dubin	119 22 29 2
dubliner	284 4 8 2
dubois	541 105 22 18
dubose	418 80 6 4
dubya	180 0 4 4
duce	128 5 13 0
duceppe	347 2 7 2
ducharme	77 32 4 0
duchess	0 263 2 4
duchscherer	140 0 2 0
duck	240 70 219 51
duckett	551 33 7 1
ducks	136 8 110 7655
duckworth	621 27 8 6
ducros	2 187 0 0
dude	582 4 65 9
dudek	441 26 4 4
dudley	1549 109 47 54
duelfer	2679 0 6 9
duenas	114 23 1 13
duff	932 303 20 26
duffield	447 18 9 7
duffy	1851 203 28 45
dufour	79 26 2 4
dugan	324 124 10 9
dugarry	259 0 11 6
dugas	91 34 5 3
duggan	329 70 4 6
dugger	66 30 5 4
dugout	62 2 51 28
dugovic	69 51 0 0
duhalde	287 1 2 1
duhamel	142 17 9 1
duhon	1303 21 11 3
duignan	125 5 0 0
duisenberg	586 38 18 4
dukakis	400 42 6 3
dukes	328 68 30 536
dulaimi	176 0 3 0
dulko	0 144 0 0
dulles	86 0 18 6
dumais	113 4 0 1
dumanis	0 134 0 0
dumars	877 3 3 6
dumas	570 84 23 15
dumbledore	155 0 1 0
dumeisi	684 0 0 0
dumke	4 129 0 0
dumont	762 15 13 21
dunaway	343 34 2 6
dunbar	356 187 121 27
duncan	10676 493 77 187
dunes	5 1 3 112
dunford	82 21 4 3
dungy	2482 0 13 29
dunham	1890 74 14 10
dunigan	136 11 6 2
dunlap	418 447 17 30
dunleavy	640 17 5 3
dunlop	243 27 23 19
dunn	6344 1007 98 114
dunne	1129 138 8 12
dunning	421 65 17 16
dunphy	239 19 2 3
dunst	12 145 3 1
dunstan	196 16 4 1
dunston	196 6 2 0
duong	116 11 1 3
dupre	1315 68 16 8
dupree	435 52 9 21
dupuis	414 49 3 4
dupuy	597 18 14 9
duquette	875 11 4 25
durability	62 0 27 15
duran	368 106 5 10
durand	234 69 18 7
durant	508 34 56 10
durante	169 10 0 2
duranty	122 0 0 0
durazo	1371 25 1 4
durbin	1664 42 23 13
durel	144 4 2 2
durham	1934 162 251 286
durkan	150 2 3 7
durkee	98 9 3 2
durkin	425 51 18 9
durocher	125 16 2 2
durr	83 36 1 4
durrani	211 2 6 4
durrett	92 16 5 3
durst	2300 16 12 3
dusek	343 6 0 3
dusk	172 2 10 3
dustin	576 10 6 10
dusty	741 11 5 6
dutcher	492 15 5 4
dutchman	2202 0 14 22
duterte	456 4 5 16
duties	408 112 162 371
dutra	100 89 1 1
dutroux	1058 25 2 5
dutrow	94 4 1 1
dutt	236 5 7 2
dutto	156 0 1 1
dutton	378 86 15 16
duval	3681 32 17 14
duvalier	393 0 0 1
duvall	543 44 15 9
duyser	0 259 1 0
dvorak	518 81 7 20
dvorin	185 1 0 0
dwayne	159 5 0 6
dwight	439 9 13 10
dwyer	802 248 81 35
dybas	564 0 0 0
dye	2171 152 58 18
dyer	1672 244 20 215
dyke	929 13 16 14
dykes	192 28 8 5
dykstra	127 46 1 4
dylan	2083 23 42 29
dynamite	12 65 41 11
dynamo	67 46 17 60
dynes	156 0 6 5
dynever	261 0 0 0
dyson	1014 85 45 18
e	240 59 212 59
eaddy	16 88 0 1
eade	121 4 3 0
eadie	438 8 4 4
eagerness	83 5 61 45
eagle	1076 266 537 52
eagles	503 65 439 24398
eagleton	158 1 5 0
eaglets	1 0 0 118
eakin	100 14 4 3
eala	87 0 5 8
ealy	112 5 1 1
eames	91 12 2 2
earhart	27 96 2 1
earl	1587 113 67 31
earle	569 47 17 16
earley	244 62 7 19
earls	343 14 4 16
earnest	244 14 13 6
earnhardt	14389 17 64 17
earnshaw	247 5 5 5
earrings	2 12 6 112
ears	86 29 55 171
easley	3898 62 47 17
eason	392 70 1 6
easter	285 144 128 54
easterling	284 27 1 11
easterners	0 3 1 123
eastman	383 67 82 10
easton	331 37 202 32
eastwood	834 22 34 30
easy	95 6 12 3
eaton	1907 280 214 65
eats	125 2 5 3
eaves	413 28 11 19
ebadi	4 638 4 1
eban	227 0 0 2
ebb	265 1 3 1
ebbers	2328 1 9 4
ebdane	127 0 2 10
ebel	86 21 1 0
ebell	116 0 2 0
eberhart	219 11 1 9
eberharter	572 0 2 6
eberle	48 62 1 1
eberly	121 11 0 1
ebersol	551 1 0 1
ebersole	205 14 1 3
ebert	999 102 8 10
ebihara	115 0 0 2
ebony	4 96 4 1
ebrahim	209 3 0 4
ebsen	761 0 0 0
eby	85 45 6 2
eccentric	167 4 3 2
ecclestone	984 11 25 16
ecevit	148 0 0 4
echeverria	141 6 4 1
echols	373 33 6 2
eck	164 23 30 6
eckel	166 6 3 1
ecker	105 117 3 8
eckersley	1637 6 3 1
eckert	303 101 11 15
eckhard	544 0 5 2
eckhart	74 29 2 8
ecklund	149 1 0 0
eckrodt	148 0 3 0
eckstein	700 14 4 8
economist	2037 97 214 54
ed	1440 20 96 87
eddery	115 0 0 1
eddie	2140 15 40 51
eddington	447 20 23 5
eddins	127 11 0 4
eddy	522 65 10 18
edelin	482 0 1 2
edelman	243 36 18 38
eden	198 81 126 83
eder	46 150 1 1
edgar	964 73 17 27
edgell	158 4 2 0
edgerton	111 12 0 8
edinger	148 9 6 3
edith	8 170 5 9
editor	4844 545 377 210
editors	112 19 105 4945
edmilson	102 0 1 0
edmond	86 32 17 16
edmonds	3936 307 25 42
edmondson	657 117 6 9
edmonson	120 18 1 6
edmund	137 7 6 2
edmunds	103 95 12 16
edna	5 178 11 8
edris	106 3 0 2
edsall	483 6 8 4
edu	592 0 12 14
educator	353 259 21 44
edward	1221 25 33 22
edwards	69262 2583 692 704
edwin	183 6 1 7
efford	104 0 0 0
egan	993 102 24 16
egbert	59 36 1 4
egeland	710 0 15 13
eggers	152 17 4 15
eggert	129 9 1 2
eggleston	259 31 3 3
egyptian	1008 2 8 21
egyptians	27 1 11 1207
ehlers	236 38 3 6
ehrenreich	10 87 1 4
ehrlich	4128 73 49 40
eichel	387 2 6 2
eichelberger	125 9 3 1
eichner	147 12 0 0
eid	97 8 22 3
eidson	104 15 1 3
eighth	3077 137 314 219
eiland	77 34 1 5
eileen	12 227 5 19
einhorn	123 10 1 0
einstein	929 1 54 5
eire	199 1 2 3
eisenberg	191 42 6 5
eisenhower	748 16 74 21
eisley	168 1 2 0
eisner	9565 14 43 33
eitam	174 0 0 1
eitan	146 0 0 1
either	647 63 572 1451
eizember	267 5 0 9
ekelund	84 24 0 0
ekman	329 10 2 1
ekuban	126 0 0 0
el	718 3 75 5
elahi	133 7 4 4
elaine	9 405 13 43
elam	931 49 3 2
elarton	776 0 4 0
elbaradei	8709 0 49 195
elbarasse	106 4 0 0
elber	100 1 0 0
elbow	1399 52 165 22
elbows	138 13 4 29
elder	2595 171 43 81
eldest	88 52 1 17
eldred	454 25 2 5
eldridge	428 81 21 11
eleanor	6 208 26 11
elector	126 7 1 10
electors	21 0 3 1069
electrician	870 7 10 9
electricians	3 0 2 159
electrodes	7 5 1 193
elena	2 215 2 11
eleven	64 4 49 1576
elfgeeh	237 0 0 0
eli	1268 11 47 20
elia	83 14 1 3
elian	539 0 2 5
elias	1297 125 15 12
eliason	133 26 2 2
elijah	163 6 2 5
elis	2 0 1 246
elisabeth	5 147 2 0
elise	2 90 13 1
eliza	3 121 5 2
elizabeth	120 8788 40 74
elizondo	130 36 17 1
elkin	86 16 16 9
elkins	263 72 46 24
ella	49 285 12 12
ellard	19 269 2 0
elle	2 197 2 2
ellef	205 0 0 0
ellen	32 467 20 14
ellender	93 1 14 0
eller	598 25 5 2
ellerbe	157 7 2 6
ellestad	133 0 0 0
ellie	54 183 3 4
elling	120 0 1 1
ellinger	96 4 1 1
ellingson	223 19 2 2
ellington	332 29 22 20
elliot	505 129 18 23
elliott	7680 744 76 118
ellis	6616 932 100 149
ellison	2917 181 46 26
ellisor	121 0 0 2
elliss	178 3 1 0
ellsberg	120 3 0 2
ellsworth	225 30 64 39
ellzey	22 237 0 0
elmardoudi	176 6 0 0
elmer	170 24 8 9
elmore	226 73 8 16
elrod	317 26 3 1
els	13654 20 69 33
elsie	7 115 1 2
elson	257 11 2 6
elton	414 12 11 6
elves	8 6 4 256
elvis	1459 8 18 8
elway	1711 7 5 6
elwell	150 27 3 5
elwood	106 30 8 11
ely	203 122 75 41
elzahabi	214 0 0 0
em	101 13 78 1237
emails	48 7 28 588
emanuel	343 28 8 7
embree	182 5 0 3
embry	112 28 3 9
emcee	106 6 4 7
emeka	103 0 0 14
emerich	496 3 1 0
emerson	792 294 226 37
emerton	194 2 2 1
emery	483 111 47 23
emile	162 3 3 2
emily	27 1279 22 41
eminem	3095 9 17 17
eminence	207 0 9 2
emir	375 0 3 5
emissaries	4 1 2 117
emissary	157 1 2 5
emma	27 879 14 19
emmanuel	387 10 11 4
emmerich	193 4 0 2
emmert	405 24 9 2
emmett	444 32 8 11
emmitt	278 12 0 3
emmons	914 59 10 9
emmy	94 59 16 12
emory	140 9 65 3
emotion	370 31 357 145
emperor	748 3 28 12
employee	9576 5184 791 1555
emrich	89 15 1 1
emts	11 4 3 98
encarnacion	662 4 3 0
endicott	54 12 30 11
endorsements	99 5 25 78
ends	234 54 194 510
enemies	111 19 79 7281
ener	24 738 24 1
enfield	36 7 35 37
enforcer	271 6 40 4
eng	61 24 14 1
engel	514 90 28 31
engelbrecht	53 52 3 6
engen	113 9 35 5
engineer	6942 141 275 190
englade	130 3 0 0
engle	177 79 4 10
engler	341 30 10 21
english	1352 324 882 1298
englishman	1822 2 13 16
englishmen	5 0 0 160
englund	190 7 3 20
engram	181 2 0 0
engstrom	99 23 0 1
enlistees	1 0 0 116
enlistment	255 2 9 8
ennis	273 60 63 19
eno	46 9 45 2
enos	132 23 2 5
enqvist	239 0 2 0
enright	195 53 2 6
enrique	154 4 4 3
enriquez	77 62 3 13
enroute	45 11 21 51
ensberg	814 0 0 0
ensign	213 15 43 12
ensler	15 260 1 3
ensley	204 9 8 3
ensor	27 85 0 1
entertainer	2086 193 12 18
entertainers	20 1 6 578
enthusiast	474 44 13 26
entire	57 6 37 12
entrepreneur	2102 222 54 56
entwistle	147 10 4 1
environmentalist	218 29 8 12
envoy	7313 211 185 196
enzi	202 3 2 6
epidemiologist	207 6 4 6
episcopalians	20 0 3 647
epley	136 1 2 1
epling	190 8 1 2
epperson	106 26 1 2
epps	354 75 10 7
epstein	2391 92 24 34
equaliser	88 1 54 50
era	1488 33 1093 487
erasmus	110 5 9 5
erb	121 18 17 9
erdman	137 23 3 4
erdmann	67 34 1 1
erdogan	5196 11 65 427
erekat	1002 1 3 18
ereli	147 1 77 37
ergen	148 0 1 0
eric	2639 45 35 77
erica	5 465 5 10
erick	145 2 2 0
erickson	5265 430 65 47
ericson	163 30 5 2
erik	257 5 7 10
erika	7 244 7 10
eriksson	6570 20 35 44
erin	19 650 8 17
erk	12 252 2 0
erkel	121 0 0 3
ermita	102 0 5 13
ernest	325 27 2 13
ernie	725 4 13 14
ernst	389 66 53 13
erpenbeck	86 4 10 4
ersek	133 0 0 0
erskine	406 13 11 3
ersoz	214 0 0 5
erstad	915 0 7 4
erthal	143 0 0 0
ervin	381 121 9 13
ervine	101 5 1 0
erving	85 40 2 0
erwin	609 100 44 31
esau	129 3 0 2
escalante	77 62 3 3
escapee	177 6 2 1
escapees	3 1 1 267
esche	2265 1 26 4
escobar	1576 46 13 11
escobedo	370 30 0 6
escort	68 33 44 61
escude	390 1 1 3
escudero	128 5 5 11
escutia	4 99 1 3
esherick	421 0 4 3
eskandarian	253 0 4 0
eskimos	11 0 5 302
eslinger	92 8 1 3
esparza	132 30 5 1
espey	158 6 3 7
espinosa	211 46 1 8
espinoza	380 96 4 8
esposito	593 59 3 14
esquivel	217 32 2 5
esrey	583 0 3 1
essany	146 0 1 0
essays	11 11 10 467
esser	448 6 2 1
esteban	94 2 3 2
estefan	6 196 2 1
estep	79 28 2 3
estes	1845 114 19 38
esther	6 710 2 10
estill	165 233 44 4
estonian	130 0 6 1
estrada	5821 132 21 58
estrella	181 15 2 6
eszterhas	153 0 1 0
etchegaray	197 0 0 8
ethan	435 8 0 13
ethel	12 78 10 7
etheridge	235 218 5 7
etherton	113 3 1 2
ethiopian	76 22 5 3
etienne	2567 26 4 0
eto	153 5 3 2
etter	67 30 4 32
ettinger	100 14 1 3
ettridge	151 2 0 6
eubank	77 30 2 1
eubanks	198 64 1 10
euell	97 1 5 0
eugene	628 21 96 34
eunice	22 64 23 10
european	140 12 93 169
eurosilver	104 0 0 1
eury	457 0 0 0
eustace	102 3 5 1
eustachy	3317 1 3 1
eustis	51 7 46 8
eva	10 474 54 20
evacuees	4 11 5 1885
evaluations	40 39 26 85
evaluator	105 2 8 7
evan	632 25 10 20
evander	186 1 5 3
evangelicals	9 0 8 733
evangelist	302 11 6 3
evangelista	69 60 2 3
evans	10033 1713 189 254
eve	170 331 286 121
evelyn	39 503 12 16
evening	718 171 611 476
everblades	3 0 1 131
everett	2109 193 291 73
everhart	340 41 4 5
everitt	176 44 6 3
evernham	776 1 4 0
evers	878 30 4 13
everson	309 17 5 4
everts	182 8 4 0
everybody	3266 333 1534 42390
everyman	130 1 11 1
everyone	7155 879 3207 71088
eves	1209 5 30 41
evie	4 96 1 4
evtimov	234 0 5 0
ewing	1459 144 20 34
ex	122 83 30 17
exam	986 63 297 107
examination	626 229 433 240
examinations	61 29 30 72
examiner	756 56 116 28
excellency	387 9 2 1
exec	227 24 2 16
executioner	128 3 3 3
executioners	12 0 0 340
executive	16555 1137 3501 949
exerciser	108 4 0 1
exile	5891 12 96 25
exley	105 5 0 1
expatriate	195 17 11 10
expert	6617 407 394 286
expletive	372 4 13 1
exploits	92 14 33 91
explorers	21 2 7 1071
expos	139 0 100 7884
expose	159 0 11 8
expressions	41 6 37 1655
extension	9327 57 1223 350
exter	104 2 0 0
extradition	117 8 70 13
extremist	564 2 10 4
exum	301 7 0 0
eyadema	194 0 0 2
eyebrows	51 8 48 41
eyes	1278 446 603 1469
eyewitness	1101 233 15 50
eyewitnesses	161 33 30 966
eyler	294 30 0 4
eyman	480 5 9 0
eyre	177 19 3 3
ezell	75 28 5 6
ezra	196 7 26 1
faber	210 67 28 5
fabian	213 110 41 80
fabiani	182 4 3 0
fabrizi	217 2 1 3
face	2617 895 1885 1064
facemask	108 2 16 3
faces	216 38 185 5153
facilitator	138 21 11 15
fadeaway	447 0 2 1
fadel	525 5 1 4
fadhil	112 4 0 0
fadiga	123 0 0 0
fadwa	244 18 1 0
faerber	96 4 0 2
fagan	1225 101 7 22
fager	214 0 0 0
faheem	72 55 0 4
fahey	310 59 11 11
fahim	580 13 6 18
fahima	4 110 0 0
fahnestock	18 64 22 0
fahy	48 69 1 7
fails	194 1 0 14
faine	249 0 3 2
fairbairn	36 71 0 3
fairbanks	143 38 127 37
faircloth	269 20 0 6
fairclough	76 23 1 1
fairgoers	4 0 1 106
fairley	76 59 2 6
fairway	289 28 117 27
faisal	441 4 7 14
faison	251 51 7 3
faiths	6 0 5 674
fajardo	127 13 1 3
fakes	14 2 4 173
fakhet	156 0 0 14
falco	122 104 0 39
falcon	654 44 109 17
falcone	171 26 19 4
falconer	822 29 8 5
falcons	211 8 188 10155
faldo	1014 1 0 1
falk	239 137 32 9
falkirk	30 1 7 236
fallaci	0 103 0 2
fallin	24 98 1 1
fallon	1351 86 87 29
falls	315 43 172 121
falsification	467 0 4 0
falvey	115 7 0 5
falwell	680 9 6 3
falzone	139 29 2 2
famer	198 2 0 0
familiar	1321 128 1202 1015
fan	15156 761 579 575
fanatic	395 28 4 9
fancher	97 9 2 3
faneuil	9501 158 54 110
fang	225 19 1 2
fannin	81 18 2 1
fanning	73 17 9 3
fanny	10 81 5 5
fans	2623 330 1553 94506
fant	78 14 26 2
fantasia	16 336 31 0
fantino	219 1 6 3
farah	115 167 4 11
faraj	125 25 1 4
farber	176 31 5 4
farewell	53 15 42 39
fargas	256 0 0 1
fargo	100 268 137 28
farhat	282 14 0 2
faria	150 43 2 2
farid	122 1 1 2
farina	929 34 10 8
faris	809 30 3 1
farish	95 8 4 2
farkas	161 29 0 3
farley	786 115 12 26
farmer	9798 525 126 227
farmhand	113 0 1 0
farmworkers	6 0 5 223
farnan	183 6 0 0
farnham	120 17 6 19
farnsworth	781 51 8 3
farooq	251 2 9 8
farooqi	445 7 0 5
farouk	544 0 0 3
farr	776 59 12 18
farrakhan	124 0 3 0
farrall	202 3 0 0
farrar	310 44 4 9
farrell	1791 589 61 48
farren	67 23 8 5
farrington	161 35 9 7
farrior	181 6 1 1
farris	426 144 9 11
farrow	127 70 7 5
farrugia	103 7 2 5
faryniarz	200 1 0 0
fasano	124 20 2 1
fason	279 0 0 4
fassel	3445 0 34 19
fassero	559 1 0 0
fassie	2 236 1 7
fastballs	26 1 13 170
fasth	109 0 0 2
fastow	6286 163 0 46
fastows	2 0 0 725
fata	122 1 8 3
fatalities	3 89 68 97
father	128810 3486 907 2440
fatherhood	149 0 19 1
fatigues	5 1 2 271
fatima	9 399 3 7
faucher	117 4 1 0
fauci	124 8 2 7
faulk	2787 31 10 13
faulkner	1103 199 25 44
faust	258 69 8 0
fauviau	220 0 0 0
faveur	253 0 0 0
favish	101 0 1 1
favorite	770 270 420 182
favorites	73 3 52 1374
favors	92 29 62 112
favourite	1228 174 159 45
favourites	66 4 53 1053
favre	13260 24 86 42
favreau	127 4 0 0
fawcett	410 100 1 7
fawell	713 11 1 15
fawkes	174 3 0 2
faxes	5 1 4 215
faxon	776 1 2 7
fay	277 239 16 10
fayad	259 0 0 1
faye	37 134 1 10
fayed	619 2 2 4
fazekas	545 4 0 3
fazio	173 17 2 2
fdr	266 0 18 23
fearon	170 31 0 4
feaster	265 43 1 5
feather	80 16 57 14
featherstone	38 33 3 26
featherweight	218 1 2 1
febles	140 2 0 0
federer	17760 10 33 58
federico	151 17 3 4
fedora	82 7 13 0
fedorov	1243 0 8 2
fedotenko	583 0 2 1
feehan	72 8 26 4
feeley	1736 11 38 7
feely	136 3 0 0
feeney	506 63 3 14
fehr	615 16 9 4
feinberg	377 67 3 7
feingold	808 35 15 24
feinstein	294 2300 20 14
feist	105 18 1 2
feith	460 0 1 25
felder	334 64 5 5
feldman	738 170 14 6
feleih	167 0 0 0
felicia	9 108 1 3
feliciano	205 26 3 2
felicien	0 368 1 1
feline	43 65 30 1
felinton	100 0 1 2
felipe	587 7 4 0
felix	340 393 15 10
feliz	1068 5 20 0
felker	118 8 3 2
fella	351 3 8 6
fellas	11 1 8 120
feller	197 21 3 2
fellers	344 3 2 3
fellow	2236 29 32 45
fellows	239 23 29 632
felon	783 25 6 23
felony	166 13 122 92
felos	295 5 0 2
fels	90 1 4 5
felton	1561 55 11 49
female	71 2453 69 164
females	39 15 29 2176
fences	112 5 37 119
fender	374 19 40 10
fenderson	101 5 1 0
fenech	304 8 6 7
feng	90 34 2 3
fenn	80 50 5 2
fennell	136 126 1 5
fennelly	108 6 0 1
fenner	82 22 3 4
fennig	130 0 0 3
fentie	98 0 3 3
fenton	307 65 44 13
feofanova	1 223 0 0
feraris	142 0 0 0
ferbey	220 0 2 7
ferdinand	3055 12 47 25
ference	164 5 1 0
ferentz	700 1 3 11
ferenz	34 72 0 0
fergie	501 44 11 8
fergus	94 31 6 4
ferguson	13655 843 136 191
fermanagh	5 0 1 116
fermon	143 1 1 2
fernald	96 13 20 0
fernandes	1322 81 61 49
fernandez	4317 471 46 71
fernando	708 24 15 42
ferns	17 6 1 121
ferran	1400 3 3 1
ferrara	273 74 6 9
ferraro	137 114 9 8
ferreira	1348 70 9 18
ferrell	1014 300 11 13
ferrer	375 21 2 13
ferrero	4998 44 166 23
ferri	108 29 2 4
ferrier	130 10 10 5
ferriola	127 0 0 0
ferris	553 135 29 26
ferro	69 48 41 6
fetter	76 13 24 2
fetterman	162 3 2 1
fetters	109 9 2 0
fettig	104 23 0 1
feuerstein	357 3 1 1
few	746 157 734 10170
fey	134 170 3 5
fiala	63 110 2 2
fialko	112 0 0 0
fiance	386 210 4 90
fiancee	195 1352 7 69
fiancé	158 52 0 17
fiancée	50 195 3 23
fick	586 23 3 3
fiddler	142 25 26 3
fidel	167 6 3 2
fidell	393 1 6 1
fidler	256 6 1 3
fido	88 1 18 2
fiedler	2540 21 12 9
fiegehen	107 10 0 0
fieger	106 1 0 2
fielder	964 24 16 10
fielding	1380 57 82 30
fields	4071 442 264 674
fiennes	126 7 0 0
fierro	167 20 3 5
fierstein	182 1 2 0
fife	229 14 19 31
fifer	75 219 0 2
fifteen	17 2 16 871
fifth	1626 196 737 1064
fifty	31 1 4 424
figgins	823 4 2 4
fighter	9490 64 174 134
fights	135 12 95 1185
figo	787 0 7 4
figueroa	403 267 10 12
figurehead	167 5 6 2
fijian	1753 0 2 8
fijians	3 0 1 104
fike	55 30 19 5
files	205 34 188 5930
filipino	591 26 25 16
filippi	506 6 3 4
filler	441 5 12 2
filly	23 2014 27 4
filmmaker	2313 107 24 28
finalist	1412 112 128 66
finalists	35 9 30 2502
finan	105 4 2 1
financier	617 4 78 6
finch	747 253 20 41
finchem	368 0 3 0
fincher	90 21 1 3
fincke	825 0 1 3
finder	123 13 18 5
finders	3 0 2 101
findlay	177 52 64 16
findley	121 16 6 0
finegan	114 6 1 2
finger	645 86 515 96
fingerhut	171 0 11 1
fingernail	39 73 12 0
fingerprints	96 5 50 1502
fingers	253 72 185 392
fingleton	23 143 6 4
fini	242 1 7 1
finish	1189 213 544 312
finisher	157 56 9 16
finishing	948 81 242 114
fink	681 92 11 22
finkbeiner	162 0 1 1
finkel	462 20 0 10
finkelstein	103 35 5 2
finlay	126 37 26 9
finley	3564 115 22 34
finn	1509 109 11 33
finnan	116 0 2 1
finnegan	153 39 10 14
finneran	1216 15 15 16
finnerty	76 29 2 11
finney	414 51 14 5
finnie	118 6 5 7
finnish	292 0 249 7
finucane	287 14 2 7
fiona	5 382 4 23
fiore	403 45 9 4
fiorina	10 568 44 2
fippinger	0 179 0 0
firebrand	1171 74 6 2
firefighter	4074 130 63 116
firehouses	2 0 0 348
fireman	541 6 9 22
firestone	151 34 111 14
firestorm	661 3 25 21
firing	284 22 216 340
firman	259 11 0 1
firn	120 1 3 2
firth	133 20 3 4
fischbacher	148 3 0 0
fischbeck	104 0 0 0
