ainge	1721 0 7 35
ainslie	135 3 4 3
ainsworth	482 38 82 6
airman	822 29 0 11
aishwarya	4 110 1 0
aitken	298 144 17 19
aiyar	235 0 7 1
aj	805 16 29 13
ajay	114 1 0 2
akbar	4216 3 7 8
akeel	152 0 2 9
aker	54 46 5 2
akermanis	110 0 1 1
akers	638 83 12 5
akhtar	2219 25 6 7
aki	153 18 12 6
akihito	152 0 0 0
akinola	322 0 0 1
akins	193 81 7 9
akkal	265 0 0 0
akram	621 1 41 4
akshay	336 0 0 1
aksu	107 0 0 33
al	1133 17 818 54
alaa	182 2 0 2
alabamians	4 0 0 239
alajji	122 0 0 2
alam	170 159 3 13
alamoudi	603 0 9 1
alan	1848 19 41 45
alana	5 318 4 4
alanssi	788 0 0 3
alarcon	213 24 0 3
alas	147 11 18 16
alba	64 154 67 17
alban	99 1 1 0
albanese	101 39 1 4
albano	352 20 1 6
albers	124 53 47 9
albert	1740 218 26 72
albertans	7 0 4 329
alberto	132 5 0 11
alberts	231 27 3 4
albertson	124 73 35 8
albin	65 63 5 8
albo	114 4 10 0
albrecht	273 71 12 10
albright	466 501 27 28
alcantar	11 101 0 0
alcantara	68 28 1 6
alcazar	119 7 1 0
alcock	155 24 3 6
alcoholic	376 55 17 13
alcoholism	73 4 44 0
alcorn	105 28 42 5
alcott	56 49 4 3
alda	97 2 9 2
alden	269 53 17 13
alder	95 14 18 1
alderman	586 110 17 64
alderson	507 21 146 8
alderwoman	1 141 0 0
aldonas	107 0 5 1
aldouri	277 0 4 0
aldrich	474 57 9 11
aldridge	749 63 8 12
alec	188 7 23 3
alejandro	147 26 0 2
aleman	549 28 1 2
alencar	131 0 0 0
alessio	105 3 4 4
alevizos	120 0 0 0
alex	4076 621 122 150
alexa	33 85 3 5
alexakis	116 1 2 1
alexander	7714 875 144 175
alexandra	27 352 20 21
alexandre	737 5 0 1
alexei	196 0 1 2
alexis	133 388 10 14
alfaro	103 45 3 4
alfie	448 6 19 3
alfonseca	342 0 1 0
alfonso	239 26 4 1
alfonzo	863 1 3 4
alford	1486 112 16 30
alfred	227 34 16 6
alfredsson	533 12 4 2
algarabawi	522 0 0 0
alger	133 20 28 1
algerian	363 0 1 1
algren	127 1 0 1
ali	8037 520 99 103
alice	43 715 39 32
alicia	8 479 7 5
alien	132 16 86 19
aliens	44 3 15 1490
aliev	922 0 1 4
alikadich	100 0 0 0
alison	36 458 3 35
alistair	146 7 4 3
aliyev	381 0 4 11
alkhanov	539 0 3 7
alla	1 147 1 0
allah	1303 2 16 49
allains	0 1 0 132
allaire	133 3 4 0
allan	934 121 19 40
allard	778 56 5 17
allardyce	834 1 11 25
allawi	19716 10 81 163
allback	106 0 1 0
allbaugh	207 8 1 0
allbritton	110 3 6 0
allee	37 57 3 4
allegations	863 181 605 12896
allegra	13 151 20 0
allen	15802 2122 343 339
allenby	428 11 1 2
allende	381 39 1 3
alleva	499 1 1 3
alley	207 152 145 19
alleyne	131 9 1 5
allie	50 145 1 4
allies	599 118 455 14888
allison	959 624 33 43
allman	93 18 4 1
allmendinger	183 0 1 0
allocations	62 1 35 67
allred	213 618 32 18
allridge	128 4 0 0
allrounder	140 1 3 0
allyson	1 94 1 4
almanzar	143 1 0 0
almeida	135 41 6 7
almighty	307 2 4 8
almodovar	247 18 19 3
almond	316 38 7 9
almonte	451 13 3 3
almunia	167 0 1 1
alomar	1721 3 6 9
alon	34 76 7 2
alonso	1071 39 16 5
alonzo	418 42 4 2
alou	5148 0 48 26
alpay	140 0 1 0
alpert	162 55 3 5
alquilar	0 136 0 0
alsdorf	26 117 2 5
alston	1082 69 18 17
alstott	238 0 4 0
alsup	107 15 0 2
alt	90 16 14 5
altenburg	214 3 0 2
alter	92 6 8 0
altercation	62 13 19 17
alternate	791 38 33 27
alternates	1 5 0 139
althin	165 0 7 0
altman	738 101 19 19
altmann	9 211 10 1
alum	315 19 8 28
alumna	2 119 1 3
alumnus	572 20 3 17
alva	79 21 40 42
alvarado	398 119 7 14
alvarez	3136 274 50 33
alves	326 47 3 15
alvin	266 4 37 13
alwan	422 4 0 1
alydar	211 0 0 5
alyssa	10 263 4 9
amador	59 35 27 4
amaechi	222 0 1 1
amaker	317 0 3 4
aman	62 12 22 4
amanda	34 1574 27 38
amann	223 7 1 4
amanullah	447 0 0 9
amaral	150 24 2 2
amaro	82 13 3 3
amateur	734 42 20 11
amato	1359 68 10 16
amaya	104 92 1 0
amazulu	3 0 2 134
ambani	256 4 25 4
ambassador	23953 521 757 421
ambassadors	32 1 17 1937
amber	55 999 26 23
amberg	100 1 0 0
ambrose	839 88 19 18
ambrosio	90 12 3 1
ambush	56 4 32 92
amelia	11 147 11 3
amen	223 0 12 4
amends	47 8 40 73
amento	118 0 2 1
ameobi	112 0 8 6
amer	125 3 47 1
ameri	21 163 0 0
american	7025 1719 6043 1344
ames	1194 106 172 50
amezaga	127 1 0 0
amick	68 39 3 3
amicone	107 4 1 1
amin	3693 71 134 68
amina	1 149 0 4
amini	140 3 1 3
amir	805 4 6 18
amirault	217 6 2 0
amit	128 3 4 3
amitabh	98 2 1 0
ammaccapane	559 20 0 0
ammar	238 0 4 2
ammash	0 170 0 0
ammon	552 18 8 2
ammons	150 31 3 5
amonte	660 0 2 1
amorello	162 2 7 2
amorim	107 2 1 3
amoroso	93 7 5 2
amoruso	163 2 1 0
amos	430 141 8 17
amour	108 4 4 1
ampatuan	117 2 0 1
amphetamines	12 0 1 213
amputee	126 11 0 0
amputees	0 2 0 174
amrine	218 6 1 1
amrozi	3956 0 3 46
amstutz	179 6 3 2
amundson	109 52 2 2
amy	93 1473 20 57
analyst	37476 2773 1552 524
anand	1073 15 20 12
anarchist	154 4 3 3
anasta	132 0 0 3
anastacia	0 140 1 1
anastasio	134 13 2 1
anaya	108 62 2 3
ancelotti	203 0 4 7
ancestor	209 16 23 10
anchor	1795 100 144 21
anchorman	231 1 27 2
ancic	1103 0 5 1
anders	213 64 3 6
andersen	1757 168 180 25
anderson	30261 4021 545 568
andersson	197 43 3 3
anderton	244 35 6 3
ando	87 40 17 10
andrade	770 85 6 11
andre	984 51 12 30
andrea	34 523 2 30
andreas	65 42 4 4
andreev	136 0 1 0
andrei	96 0 4 2
andreotti	443 0 0 2
andres	332 38 12 17
andresen	160 13 4 3
andretti	2155 53 15 1
andrew	3581 131 176 92
andrews	3861 815 119 137
andreychuk	1255 0 8 5
andriano	2 106 1 1
andros	146 4 6 1
andrus	114 48 5 5
andruzzi	121 1 0 0
andujar	120 5 1 1
andy	2825 22 35 45
anelka	772 0 8 15
ang	160 31 8 12
angara	241 2 6 35
angel	939 457 234 64
angela	23 781 90 41
angelica	6 111 30 3
angelides	494 0 9 4
angelil	140 11 0 1
angelina	3 163 7 2
angell	179 43 4 7
angelo	1082 38 16 14
angelos	1094 11 4 6
angelou	9 95 5 0
angels	382 15 166 8692
angie	18 334 5 19
angioplasty	814 0 13 3
angle	1600 54 190 34
angler	462 10 16 30
angleton	88 2 44 7
anglicans	5 0 0 275
anglin	69 35 0 10
anguiano	360 17 0 0
angulo	181 6 3 1
angus	338 55 10 2
ani	57 24 14 5
anil	460 0 4 8
aniskovich	110 5 2 1
aniston	4 569 4 1
anita	8 314 12 28
anju	0 289 1 1
ankiel	854 0 8 0
ankle	4776 439 395 118
ankles	41 26 2 36
ann	39 955 46 50
anna	35 1462 70 38
annan	18364 123 204 217
anne	33 1172 19 40
annette	8 178 1 15
annie	20 839 24 27
annika	4 1095 7 6
announcer	1871 50 50 64
announcers	24 3 10 226
annus	920 0 0 0
another	5110 1639 1607 1075
ansa	470 9 54 8
ansari	245 16 11 16
anschutz	200 7 8 6
anselen	183 0 0 0
anson	247 22 15 2
ant	52 5 50 6
anthony	8684 211 71 96
antibiotics	34 9 30 948
antics	64 17 41 96
antinori	178 4 3 1
antlers	31 2 11 210
antoine	241 21 1 7
anton	342 15 8 4
antonelli	106 32 1 0
antonio	658 18 12 15
antonioni	138 0 3 0
antony	680 17 15 9
antrim	34 3 15 89
antropov	190 0 0 3
anwar	2733 13 11 34
anya	0 131 0 2
anybody	1737 185 638 10893
anyone	6050 782 1814 37913
aoki	124 12 3 2
apang	118 0 1 2
ape	147 3 24 0
apfel	343 0 2 0
apodaca	159 31 2 3
apologies	76 7 40 64
apologists	25 1 13 81
apology	356 56 333 133
aponte	144 14 1 3
apostate	136 0 4 0
appearance	1655 244 859 446
appearances	474 66 116 220
appel	831 46 7 5
appellant	146 24 12 6
appendectomy	104 3 2 0
appier	680 0 1 1
appleby	1429 26 18 26
applegate	183 69 8 2
appleton	246 37 55 22
applicant	705 160 235 312
appointee	794 53 5 11
appointees	30 1 8 904
appointment	1160 226 1088 175
appraiser	98 25 18 20
appraisers	9 1 8 207
apprentice	236 28 134 17
apprentices	6 0 0 183
apps	19 14 10 101
aquash	17 465 0 0
aquino	265 155 7 35
arab	13276 20 333 135
arad	902 4 29 2
arafat	84553 276 267 561
aragon	232 51 34 7
aragones	446 0 2 0
aragorn	122 0 1 5
arakawa	114 55 39 0
aranda	84 28 0 4
arap	250 0 0 0
arar	1516 0 3 4
araujo	450 159 3 13
arazi	510 1 1 1
arbel	14 119 0 0
arbitrator	1493 36 36 36
arbitrators	10 82 5 164
arbogast	59 30 1 12
arbour	43 124 6 2
arbuckle	129 27 4 6
arcand	223 11 3 5
arceneaux	102 15 0 1
archaeologist	139 25 3 11
archbishop	3482 6 35 43
archer	1290 123 24 39
archey	243 3 1 2
archie	673 26 11 6
architect	2955 86 131 76
archivist	95 3 2 3
archuleta	305 54 27 8
arden	67 38 33 1
arduin	2 158 0 0
aref	601 1 0 4
arellano	109 88 3 9
arenas	1565 10 17 48
arendse	108 0 0 2
arey	17 88 0 0
argentine	1339 33 9 4
argentines	4 0 3 546
argentinian	283 2 1 1
argenziano	29 79 0 2
argo	56 24 23 5
arguelles	137 9 0 3
arias	318 54 3 20
ariel	91 109 25 20
arif	703 6 11 5
arinc	101 0 13 30
arinze	204 1 0 31
arison	235 19 3 0
aristide	32766 10 97 231
ariza	346 0 1 5
arkansan	105 1 0 1
arledge	265 5 1 3
arlene	4 205 0 10
armagh	16 0 11 210
armando	139 1 1 1
armani	268 4 26 3
armas	550 9 2 3
armbruster	105 14 0 0
armenian	88 0 14 3
armey	298 0 2 1
armijo	65 45 23 6
armitage	1819 38 37 18
armour	428 49 58 14
armstead	285 16 0 5
armstrong	41724 1083 322 146
arn	38 188 7 2
arnaout	784 0 2 9
arnason	425 9 0 2
arnaud	186 1 1 0
arndt	258 130 9 11
arneault	124 0 6 4
arnesen	108 16 6 5
arnett	1710 74 9 13
arnie	303 4 5 7
arnold	4136 751 129 102
arnott	445 38 3 4
arnsberg	175 0 1 0
arochi	121 0 0 0
aron	98 24 5 1
aronson	104 24 4 9
arora	118 18 3 6
arpaio	204 1 3 3
arpey	757 0 13 0
arquette	12 236 1 49
arraignment	1873 13 13 20
arredondo	737 36 0 5
arrest	19167 235 533 360
arreyes	130 0 0 0
arrington	1380 76 13 8
arriola	84 16 2 3
arroyo	1320 8737 108 117
arruda	77 26 0 4
arsenault	117 57 2 7
arsene	259 0 2 0
arsonist	136 3 5 9
artest	10928 0 17 25
arteta	135 0 0 0
arthur	1832 146 68 31
arthurs	295 5 0 4
artisans	7 2 5 561
artist	7392 1646 198 473
artiste	124 30 4 12
artistes	10 4 5 354
artistry	37 54 34 6
arum	928 4 2 0
arvedson	305 0 0 0
arveladze	113 0 1 14
asagoe	0 214 0 0
asahara	750 0 0 0
asari	163 0 2 1
asashoryu	248 0 0 0
asbury	114 41 76 2
asefi	331 0 26 4
asencio	118 2 0 0
asghar	951 1 0 1
ash	445 255 131 59
ashado	2 104 0 0
asham	118 0 0 0
ashanti	5 254 87 7
ashburn	106 22 4 2
ashby	321 69 12 20
ashcraft	114 44 3 3
ashcroft	8250 61 185 94
ashdown	319 6 12 15
ashe	750 46 9 9
asher	192 142 7 7
ashford	105 43 27 26
ashlee	1 553 0 3
ashleigh	6 110 2 8
ashley	633 1706 55 56
ashlyn	0 458 0 0
ashmore	110 15 3 1
ashqar	151 0 0 0
ashraf	216 8 1 3
ashraful	164 0 0 1
ashrawi	13 104 1 1
ashton	370 93 55 36
ashworth	169 26 24 3
asian	67 9 29 39
asif	101 0 1 3
askew	413 32 1 1
asmal	131 2 5 8
asmussen	137 23 0 0
asper	118 8 6 4
aspinall	99 6 22 0
aspirant	228 11 8 6
aspirants	13 0 8 448
aspirations	124 17 70 162
ass	79 11 27 9
assad	2556 10 32 26
assailant	2557 88 18 41
assailants	248 22 19 3399
assassin	910 23 4 5
assassins	42 5 18 424
assaults	28 5 9 1324
asselin	124 5 0 1
assemblyman	483 0 7 8
assessor	149 52 33 21
assignment	464 55 359 62
assist	565 25 147 71
assistant	9390 1327 186 206
assistants	138 13 39 2259
associate	2856 143 79 77
associates	926 98 96 1274
astacio	223 1 0 2
astin	118 5 1 0
astle	402 10 3 6
aston	110 9 18 17
astronaut	1046 71 27 33
astronomer	155 4 8 6
astros	543 0 73 10728
atapattu	568 1 11 9
atchison	140 26 32 12
athan	233 3 2 2
athay	150 1 0 1
atheist	707 11 3 7
atheists	5 0 3 124
athenians	2 0 1 271
atherton	167 68 17 2
athey	94 1 2 6
athina	0 133 0 0
athlete	6575 927 147 618
athleticism	94 9 74 19
atiku	97 1 1 3
atiyeh	155 7 1 1
atkins	3211 355 243 70
atkinson	1802 504 44 47
atswhatimtalknbout	163 0 0 1
atta	726 3 5 4
attacker	7385 272 46 79
attackers	216 37 50 13436
attanasio	250 0 0 2
attendant	905 159 12 75
attendee	131 55 7 32
attorney	138279 14055 2155 3933
attorneys	4202 1367 674 37339
attributes	67 6 52 113
atwal	211 7 3 4
atwater	129 66 19 9
atwell	116 26 1 3
atwood	540 124 17 11
aube	272 1 0 0
aubin	397 13 2 6
aubrey	246 63 12 8
auch	183 11 0 1
auchincloss	285 5 4 2
aucoin	260 13 1 4
aude	361 0 0 0
audette	270 6 0 1
audibles	100 0 2 3
audiences	170 41 140 3192
audiotapes	30 3 0 134
audrey	19 496 11 10
audubon	52 0 44 12
auerbach	340 24 13 6
auger	86 34 9 5
augustine	312 371 21 7
augustus	56 134 0 4
auld	339 19 1 4
ault	205 29 14 5
aunt	468 3392 36 113
auriemma	1204 33 21 14
aurilia	909 0 3 3
ausley	331 24 1 0
ausmus	270 2 4 1
aussie	1167 78 144 26
austin	4974 594 548 190
australian	5069 288 219 135
austrian	585 92 21 3
austrians	4 1 2 608
author	10598 3175 305 247
authorities	11355 3754 2913 119640
autobiography	2196 19 63 7
autograph	681 12 65 8
autographs	115 34 12 59
autopsies	4 0 3 546
autopsy	952 564 137 23
autotote	155 0 16 0
autoworker	156 1 0 0
autry	259 175 5 18
avalos	101 9 2 3
avant	101 9 22 2
avants	230 6 1 0
avedon	516 0 3 1
avella	153 2 1 0
averages	23 2 16 366
aversano	7 180 0 0
avery	1493 181 72 28
aviator	69 11 29 0
avila	747 79 19 10
avram	184 0 1 2
avril	17 125 2 0
awad	141 13 8 1
awada	7 91 0 2
awadallah	140 0 0 0
awning	136 2 21 1
awori	112 0 2 14
axel	260 10 4 1
axelrod	567 17 5 2
aya	6 117 5 71
ayala	951 98 54 14
ayalon	134 8 0 9
ayatollah	1350 1 8 11
ayatollahs	3 0 1 171
aycock	138 24 12 2
ayer	135 15 26 53
ayers	1029 145 17 24
ayotte	30 116 4 2
ayoub	133 1 1 0
ayres	371 75 12 5
azad	146 15 3 16
azahari	164 0 1 0
azar	153 24 4 4
azaria	118 20 1 1
azeri	8 942 21 8
azertyuiop	108 0 2 0
azevedo	164 18 1 3
azhar	187 2 6 3
azharuddin	114 0 2 0
azimi	84 30 0 0
azinger	548 1 1 4
aziz	6016 33 45 63
azizi	241 11 1 1
azmi	338 27 6 12
aznar	3767 0 13 28
azubuike	159 0 1 1
azumah	141 0 2 1
azzam	687 9 3 1
azzarelli	111 0 1 1
baas	429 4 0 3
baba	203 21 10 5
babacan	47 0 6 101
babar	283 0 3 3
babb	197 42 6 5
babbitt	339 16 7 4
babcock	1351 78 68 24
babe	95 318 17 10
baber	122 10 0 3
babic	196 1 0 1
babich	108 3 2 0
babin	158 6 13 4
babs	5 136 0 1
babson	29 58 53 2
babu	97 8 0 4
baby	3390 3587 2043 455
babych	182 0 1 1
babysitter	34 169 3 22
baca	530 126 12 15
bacanovic	9306 119 50 230
bacchus	163 8 4 1
bach	568 70 18 7
bachchan	348 8 5 3
bachelor	1046 15 35 9
bacher	193 0 5 22
bachman	210 64 6 4
bachmann	39 69 5 2
bachtiar	405 1 8 10
bachus	169 0 1 0
back	6643 2371 2267 1241
backbencher	85 22 2 7
backbenchers	11 2 7 247
backboard	350 2 17 1
backe	1428 6 0 2
backen	491 0 0 0
backer	583 47 71 17
backerman	601 0 21 2
background	606 150 520 180
backman	1492 5 1 9
backpacker	56 54 7 17
backpacks	5 1 1 724
backstroke	13 95 6 4
backup	6842 7 160 32
backus	105 49 9 3
bacon	902 132 90 18
bacsik	160 0 0 2
badal	231 2 10 13
badat	174 0 3 0
badawi	202 2 5 9
baddeley	1103 0 2 1
baddour	317 0 5 8
baden	153 12 16 0
badge	205 20 186 29
badger	161 24 63 10
badgers	53 6 36 4284
badges	14 0 10 711
badgewell	129 0 0 0
badgley	26 98 1 2
badnarik	136 0 2 3
badran	136 2 0 3
baehr	72 30 1 2
baek	165 2 1 1
baer	1215 54 22 19
baez	675 57 2 6
bafana	68 0 4 128
baffert	1379 18 1 3
bagapsh	206 0 0 1
bagby	136 24 1 6
baggaley	102 4 2 0
bagger	42 214 3 1
baggett	130 27 0 4
baggio	484 6 0 1
bagley	239 80 10 11
bago	102 0 1 0
bagri	258 28 4 3
bagwell	1955 34 5 2
bahaji	431 0 0 0
bahamians	1 0 0 212
bahlul	354 0 0 0
bahr	177 16 3 2
bahrke	0 142 0 0
bai	103 22 43 4
baier	87 32 2 2
bail	12655 335 133 347
bailey	8405 1379 123 219
bailiff	208 12 3 15
baillie	80 60 4 8
bain	686 131 48 19
baines	402 18 1 5
bainum	110 4 0 2
bair	241 55 10 3
baird	2905 315 118 30
bajaj	171 1 131 10
bajoka	0 141 0 0
baker	22047 2161 408 284
bakke	180 39 4 2
bakker	159 16 3 1
bakley	46 1990 0 17
bako	190 3 0 0
bakri	122 0 3 3
bala	116 45 1 14
balad	258 0 5 1
balaji	255 0 8 11
balala	129 3 0 10
balanchine	163 1 7 0
balaran	219 0 0 0
balasingham	84 0 2 21
balata	134 1 0 1
baldacci	934 11 17 12
balde	136 0 3 1
baldelli	842 13 16 1
baldini	181 4 3 0
baldoni	380 4 2 0
baldridge	82 23 1 3
baldwin	1970 436 155 64
bale	405 9 24 10
bales	152 56 26 60
balfour	541 26 57 14
balk	136 3 4 7
balkenende	536 1 4 28
balkman	137 1 2 0
ballack	189 3 0 4
ballance	849 18 7 2
ballantine	1475 11 15 1
ballantyne	66 35 7 3
ballard	1615 247 271 48
ballenger	735 26 5 2
ballerina	2 388 21 2
ballesteros	638 3 2 17
ballew	101 15 4 6
ballinger	152 25 10 5
ballmer	960 0 14 15
ballou	125 17 17 4
ballplayer	338 4 5 2
balls	517 32 201 3742
balmer	128 3 0 0
baloyi	171 9 6 6
baltovich	101 12 3 0
bambang	103 1 0 2
bamberger	189 13 0 1
bambino	115 2 15 1
banbury	84 3 3 20
bancroft	79 31 15 19
banda	163 23 8 16
bandage	133 200 56 5
bandages	103 12 11 31
bandanas	0 1 0 214
bandar	915 0 0 6
banderas	233 3 2 1
bandit	528 17 19 1
bandits	17 7 13 773
bandmates	10 2 1 129
bane	100 28 20 23
banerjee	169 199 13 6
banfield	46 38 25 2
bang	92 21 62 34
bangs	58 7 27 15
banister	122 10 2 1
banker	2116 106 113 37
bankhead	149 23 26 3
banks	2961 487 1139 27686
bankston	102 18 3 0
banning	59 85 53 88
bannister	823 24 12 16
bannon	122 18 6 23
banta	127 29 46 2
baptiste	205 40 2 5
baracouda	104 0 3 0
baradei	117 0 6 6
barajas	424 16 5 7
barak	717 7 14 3
baraka	295 8 7 3
barakat	119 5 6 1
baran	85 11 15 5
barb	26 251 18 24
barba	89 16 2 0
barbakow	196 0 1 1
barbara	94 1417 24 90
barbarians	8 0 7 283
barbee	111 15 1 9
barber	3646 379 57 140
barbers	112 3 6 115
barbie	6 466 13 6
barbieri	152 8 6 4
barbieux	157 0 0 0
barbosa	266 21 6 3
barbour	2434 115 23 17
barbs	7 0 6 224
barclay	420 62 8 20
bard	436 88 31 10
barden	119 24 3 0
bardot	9 192 2 2
bardsley	90 14 1 1
barenboim	209 0 1 1
barfield	148 44 2 7
bargain	183 22 156 75
barger	141 20 4 11
barghouthi	468 0 16 5
barghouti	5775 5 6 8
barghuti	263 0 1 0
barham	199 26 1 4
bari	105 14 5 8
baritone	510 1 5 0
barker	2028 391 45 51
barket	175 3 1 4
barkley	1597 55 9 40
barks	113 0 1 2
barksdale	171 25 5 9
barletta	16 111 0 1
barley	342 5 36 6
barlow	1653 132 54 19
barmak	110 4 2 1
barman	111 7 0 3
barmann	169 0 4 0
barnaby	397 10 0 0
barnard	681 113 35 22
barnes	7000 987 161 161
barnet	32 5 18 102
barnett	7277 509 78 67
barnette	91 23 2 5
barney	756 52 19 16
barnhart	807 94 5 12
barnhill	185 63 1 6
barnier	444 0 9 1
barno	497 4 0 6
barns	29 8 9 294
barnsley	21 1 11 105
barnum	66 36 14 9
barnwell	67 13 20 6
baron	1015 91 38 40
barone	364 22 1 2
baroness	0 93 6 1
barons	11 4 8 618
baros	706 2 4 17
barr	1382 264 209 28
barrasso	159 5 0 1
barraza	109 10 1 2
barrera	947 33 4 8
barret	130 8 7 1
barreto	228 71 9 14
barrett	4776 856 89 116
barrichello	1992 0 3 11
barrie	281 23 33 12
barrientos	88 22 1 2
barrino	19 1602 3 71
barrios	193 41 3 13
barris	210 3 2 1
barrister	357 65 26 25
barron	1520 108 33 29
barros	150 13 4 2
barroso	1357 25 16 15
barrow	824 67 23 49
barrows	147 24 3 8
barry	6244 438 125 136
barrymore	158 128 4 6
bars	166 72 106 3077
barschak	493 0 1 1
bart	299 18 217 26
barta	115 8 3 3
bartee	94 37 2 0
bartel	150 19 0 1
bartell	125 16 2 1
bartels	123 31 12 6
bartelstein	362 0 0 0
bartender	686 176 16 31
barth	198 68 0 2
barthel	98 0 1 2
barthez	596 0 0 2
bartholomew	398 54 5 12
barthwell	5 225 0 0
bartles	95 7 1 0
